"event","time","poss.position","poss.team","poss.number","poss.player","poss.action","poss.location","poss.play.destination","play.type","def.position","def.team","def.number","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","poss.player.disciplinary","poss.notes","def.player.disciplinary","def.notes","xG"
586,"39","M","WNYF",NA,"Kennedy","passes.b.c","DM3C","DM3C","lay.off","M","WAS",NA,"Lohman","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
587,"39","D","WNYF",NA,"Erceg","passes.f.c","DM3C","DM3C",NA,"M","WAS",NA,"Lohman","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
588,"39","M","WNYF",NA,"Mewis","passes.f.c","DM3C","A3R","launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,"39","F","WNYF",NA,"Smith","lost.touch","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,"39","D","WAS",NA,"Kleiner","recoveries","D3L",NA,NA,"F","WNYF",NA,"Smith","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
591,"39","D","WAS",NA,"Kleiner","clearances","D3L",NA,NA,"F","WNYF",NA,"Smith","pressured","A3R",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA
592,"39","D","WNYF",NA,"Eddy","passes.f.c","A3R","A3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,"39","F","WNYF",NA,"Smith","dispossessed","A3R",NA,NA,"M","WAS",NA,"Matheson","dispossessed","D3L",NA,NA,NA,NA,NA,NA,NA
594,"39","M","WAS",NA,"Matheson","passes.b.c","D3L","D3L",NA,"F","WNYF",NA,"Smith","challenged","A3R",NA,NA,NA,NA,NA,NA,NA
595,"39","D","WAS",NA,"Kleiner","passes.f","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA
596,"40","D","WNYF",NA,"Eddy","passes.s.c","A3R","A3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,"40","M","WNYF",NA,"Mewis","passes.f.c","A3R","A3C",NA,"M","WAS",NA,"Lohman","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
598,"40","M","WNYF",NA,"Ayinde","passes.b","A3C",NA,"lay.off","M","WAS",NA,"Nairn","clearances","DC",NA,NA,NA,NA,NA,NA,NA
599,"40","M","WNYF",NA,"Kennedy","recoveries","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,"40","M","WNYF",NA,"Kennedy","take.on.lost","A3C",NA,NA,"M","WAS",NA,"Lohman","tackles.ball","D3C",NA,NA,NA,NA,NA,NA,NA
601,"40","M","WNYF",NA,"Ayinde","recoveries","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,"40","M","WNYF",NA,"Ayinde","passes.f.c","A3C","A3C",NA,"M","WAS",NA,"Nairn","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
603,"40","F","WNYF",9,"L. Williams","fouls.won","A3C",NA,NA,"M","WAS",NA,"Lohman",NA,NA,NA,NA,"fouls.won",NA,"fouls.conceded","fc (fouls.conceded)",NA
604,"41","D","WNYF",NA,"Dahlkemper","shots.stopped.by.gk","A3C",NA,"free.kick","GK","WAS",NA,"Labbe","gk.s.o.g.stop","D6","caught","stooping",NA,NA,NA,NA,NA
605,"41","GK","WAS",NA,"Labbe","movement","D18","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,"41","GK","WAS",NA,"Labbe","passes.f","D3C",NA,"launch","F","WNYF",9,"L. Williams","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
607,"41","D","WNYF",NA,"Dahlkemper","recoveries","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,"41","D","WNYF",NA,"Dahlkemper","passes.f.c","DM3C","DM3C","headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,"41","M","WNYF",NA,"Kennedy","passes.b.c","DM3C","DM3C",NA,"M","WAS",NA,"Lohman","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
610,"41","D","WNYF",NA,"Erceg","passes.f.c","DM3C","A3L","launch","F","WAS",NA,"Dunn","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
610,"41",NA,NA,NA,NA,NA,NA,NA,"through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,"41","F","WNYF",9,"L. Williams","movement","A3L","A18",NA,"D","WAS",NA,"Oyster","challenged","D3R",NA,NA,NA,NA,NA,NA,NA
612,"41","F","WNYF",9,"L. Williams","passes.b","A18",NA,NA,"D","WAS",NA,"Krieger","blocks","D18",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA
612,"41",NA,NA,NA,NA,NA,NA,NA,NA,"D","WAS",NA,"Krieger","pressured","D18",NA,NA,NA,NA,NA,NA,NA
613,"42","D","WNYF",NA,"Dahlkemper","passes.s","A3L",NA,"corner.crosses","F","WAS",NA,"Dunn","clearances","D18",NA,NA,NA,NA,NA,NA,NA
613,"42",NA,NA,NA,NA,NA,NA,NA,"corner.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
614,"42","D","WNYF",NA,"Hinkle","recoveries","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,"42","D","WNYF",NA,"Hinkle","shots.missed","A3L",NA,NA,"F","WAS",NA,"Dunn","pressured","D3R",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA
615,"42",NA,NA,NA,NA,NA,NA,NA,NA,"GK","WAS",NA,"Labbe","gk.shot.miss","D6",NA,NA,NA,NA,NA,NA,NA
616,"42","GK","WAS",NA,"Labbe","passes.f","D6",NA,"launch","M","WNYF",NA,"Mewis","interceptions","DM3C",NA,NA,NA,NA,NA,NA,NA
616,"42",NA,NA,NA,NA,NA,NA,NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,"42","M","WNYF",NA,"Mewis","passes.f.c","DM3C","AM3R","headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,"42",NA,NA,NA,NA,NA,NA,NA,"through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,"42","F","WNYF",NA,"Smith","passes.b.c","AM3R","AM3R",NA,"D","WAS",NA,"Kleiner","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
619,"42","D","WNYF",NA,"Eddy","passes.f","AM3R",NA,NA,"F","WAS",20,"C. Williams","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
619,"42",NA,NA,NA,NA,NA,NA,NA,NA,"D","WAS",NA,"Kleiner","interceptions","D3L",NA,NA,NA,NA,NA,NA,NA
620,"42","D","WAS",NA,"Kleiner","passes.s.c","D3L","D3L",NA,"M","WNYF",NA,"Ayinde","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
621,"42","M","WAS",NA,"Nairn","clearances","D3L",NA,NA,"M","WNYF",NA,"Kennedy","pressured","A3R",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA
622,"42","D","WNYF",NA,"Eddy","passes.f","A3R",NA,"throw.in","D","WAS",NA,"Kleiner","blocks","D3L",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA
623,"43","D","WNYF",NA,"Eddy","passes.f.c","A3R","A3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,"43","F","WNYF",NA,"Smith","passes.b.c","A3R","A3R",NA,"D","WAS",NA,"Kleiner","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
625,"43","D","WNYF",NA,"Eddy","passes.f","A3R",NA,"corner.crosses","F","WAS",20,"C. Williams","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
625,"43",NA,NA,NA,NA,NA,NA,NA,NA,"D","WAS",NA,"Oyster","clearances","D18",NA,NA,NA,NA,NA,NA,NA
626,"43","M","WAS",NA,"Matheson","recoveries","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,"43","M","WAS",NA,"Matheson","passes.b.c","D3C","D3R",NA,"D","WNYF",NA,"Hinkle","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
628,"43","D","WAS",NA,"Krieger","passes.f","D3R",NA,"launch","F","WNYF",9,"L. Williams","blocks","A3L",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA
629,"43","D","WNYF",NA,"Dahlkemper","passes.s.c","A3L","A18","corner.crosses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,"43",NA,NA,NA,NA,NA,NA,NA,"corner.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,"43","M","WNYF",NA,"Kennedy","aerial.won","A18",NA,NA,"F","WAS",20,"C. Williams","aerial.lost","D18",NA,NA,NA,NA,NA,NA,NA
631,"43","M","WNYF",NA,"Mewis","recoveries","A3R",NA,NA,"D","WAS",NA,"Zadorsky","challenged","D3L",NA,NA,NA,NA,NA,NA,NA
632,"44","M","WNYF",NA,"Mewis","take.on.lost","A3R",NA,NA,"D","WAS",NA,"Zadorsky","tackles.ball","D3L",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA
633,"44","D","WNYF",NA,"Eddy","passes.b.c","A3R","A18","corner.crosses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,"44",NA,NA,NA,NA,NA,NA,NA,"corner.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,"44","D","WNYF",NA,"Dahlkemper","shots.blocked","A18",NA,NA,"D","WAS",NA,"Zadorsky","blocks","D6",NA,NA,NA,NA,NA,NA,NA
634,"44",NA,NA,NA,NA,NA,NA,NA,NA,"M","WAS",NA,"Nairn","pressured","D18",NA,NA,NA,NA,NA,NA,NA
635,"44","F","WAS",NA,"Dunn","recoveries","D3L",NA,NA,"D","WNYF",NA,"Dahlkemper","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
635,"44",NA,NA,NA,NA,NA,NA,NA,NA,"M","WNYF",NA,"Mewis","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
636,"44","F","WAS",NA,"Dunn","lost.touch","D3L",NA,NA,"D","WNYF",NA,"Dahlkemper","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
637,"44","D","WNYF",NA,"Dahlkemper","recoveries","A3R",NA,NA,"F","WAS",NA,"Dunn","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
638,"44","D","WNYF",NA,"Dahlkemper","passes.b.c","A3R","D3C",NA,"F","WAS",NA,"Dunn","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
639,"44","GK","WNYF",NA,"D'Angelo","passes.f","D3C",NA,"launch","D","WAS",NA,"Krieger","interceptions","DM3R",NA,NA,NA,NA,NA,NA,NA
640,"44","D","WAS",NA,"Krieger","passes.f.c","DM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,"45","F","WAS",20,"C. Williams","passes.f","AM3R",NA,"through","GK","WNYF",NA,"D'Angelo","gk.loose.balls.won","D18",NA,NA,NA,NA,NA,NA,NA
642,"45","GK","WNYF",NA,"D'Angelo","movement","D18","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,"45",NA,NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,"45","D","WNYF",NA,"Hinkle","passes.b.c","DM3C","DM3C",NA,"F","WAS",NA,"Dunn","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
644,"45","D","WNYF",NA,"Dahlkemper","passes.f","DM3C",NA,"launch","D","WAS",NA,"Krieger","clearances","D3C",NA,NA,NA,NA,NA,NA,NA
644,"45",NA,NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,"45","D","WNYF",NA,"Erceg","passes.f","A3L",NA,"through",NA,NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA
646,"45",NA,NA,NA,NA,"halftime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,"45","M","WNYF",NA,"Ayinde","substitution.off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,"46","F","WNYF",NA,"Leon","substitution.on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,"46","M","WAS",NA,"Lohman","passes.b.c","AM3C","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,"46","D","WAS",NA,"Krieger","passes.f.c","DM3R","AM3C",NA,"F","WNYF",NA,"Leon","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
651,"46","M","WAS",NA,"Lohman","passes.b.c","AM3C","AM3C",NA,"M","WNYF",NA,"Mewis","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
652,"46","M","WAS",NA,"Nairn","passes.f.c","AM3C","A3C",NA,"M","WNYF",NA,"Kennedy","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
653,"46","F","WAS",20,"C. Williams","passes.f.c","A3C","A3C",NA,"D","WNYF",NA,"Eddy","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
654,"46","D","WAS",NA,"Kleiner","passes.s.c","A3C","A3C","lay.off","D","WNYF",NA,"Eddy","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
655,"46","F","WAS",20,"C. Williams","passes.f","A3C",NA,"th","D","WNYF",NA,"Dahlkemper","clearances","D18",NA,NA,NA,NA,NA,NA,NA
656,"46","M","WAS",NA,"Huster","recoveries","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,"46","M","WAS",NA,"Huster","passes.f.c","A3C","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,"46","M","WAS",NA,"Lohman","lost.touch","A3C",NA,NA,"D","WNYF",NA,"Erceg","clearances","D3C",NA,NA,NA,NA,NA,NA,NA
659,"46","M","WAS",NA,"Nairn","recoveries","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,"46","M","WAS",NA,"Nairn","passes.f.c","A3C","A3C",NA,"M","WNYF",NA,"Kennedy","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
661,"46","M","WAS",NA,"Lohman","passes.b.c","A3C","A3C",NA,"M","WNYF",NA,"Kennedy","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
662,"46","M","WAS",NA,"Nairn","passes.b.c","A3C","A3R",NA,"M","WNYF",NA,"Mewis","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
663,"46","D","WAS",NA,"Krieger","passes.f.c","A3R","A3R",NA,"F","WNYF",NA,"Leon","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
664,"46","M","WAS",NA,"Matheson","passes.b.c","A3R","A3R",NA,"D","WNYF",NA,"Hinkle","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
665,"46","D","WAS",NA,"Krieger","passes.f","A3R",NA,NA,"F","WNYF",NA,"Leon","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
665,"46",NA,NA,NA,NA,NA,NA,NA,NA,"M","WNYF",NA,"Mewis","interceptions","D3C",NA,NA,NA,NA,NA,NA,NA
666,"46","M","WNYF",NA,"Mewis","movement","D3C","DM3C",NA,"M","WAS",NA,"Huster","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
667,"46","M","WNYF",NA,"Mewis","passes.f.c","DM3C","A3R",NA,"M","WAS",NA,"Huster","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
668,"46","F","WNYF",NA,"Smith","take.on.won","A3R",NA,NA,"D","WAS",NA,"Kleiner","dribbled.out.run","D3L",NA,NA,NA,NA,NA,NA,NA
669,"46","F","WNYF",NA,"Smith","passes.s.c","A3R","A3R","corner.crosses","D","WAS",NA,"Kleiner","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
669,"46",NA,NA,NA,NA,NA,NA,NA,NA,"D","WAS",NA,"Zadorsky","clearances","D6",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA
670,"47","D","WNYF",NA,"Eddy","passes.s.c","A3R","A3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,"47","F","WNYF",NA,"Doniak","lost.touch","A3R",NA,NA,"D","WAS",NA,"Kleiner","challenged","D3L",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA
671,"47",NA,NA,NA,NA,NA,NA,NA,NA,"F","WAS",20,"C. Williams","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
672,"47","GK","WAS",NA,"Labbe","passes.f","D6",NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,"47","M","WAS",NA,"Lohman","aerial.lost","DML",NA,NA,"M","WNYF",NA,"Kennedy","aerial.won","AM3R",NA,NA,NA,NA,NA,NA,NA
674,"47","F","WNYF",9,"L. Williams","recoveries","A3R",NA,NA,"D","WAS",NA,"Kleiner","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
675,"47","F","WNYF",9,"L. Williams","dispossessed","A3R",NA,NA,"D","WAS",NA,"Kleiner","tackles.ball","D3L",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA
676,"48","D","WNYF",NA,"Eddy","passes.s.c","A3R","A3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,"48","M","WNYF",NA,"Kennedy","passes.s","A3R",NA,NA,"M","WAS",NA,"Lohman","pressured","D3L",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA
678,"48","D","WAS",NA,"Kleiner","passes.f","D3L",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,"48","D","WNYF",NA,"Dahlkemper","recoveries","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,"48","D","WNYF",NA,"Dahlkemper","passes.f.c","AM3R","AC",NA,"F","WAS",NA,"Dunn","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
681,"48","M","WNYF",NA,"Mewis","movement","AC","AL",NA,"M","WAS",NA,"Nairn","pressured","DC",NA,NA,NA,NA,NA,NA,NA
682,"48","M","WNYF",NA,"Mewis","shots.stopped.by.gk","AL",NA,NA,"M","WAS",NA,"Nairn","pressured","DR",NA,NA,NA,NA,NA,NA,NA
682,"48",NA,NA,NA,NA,NA,NA,NA,NA,"GK","WAS",NA,"Labbe","gk.s.o.g.stop","D6","punched.to.safety","reaching",NA,NA,NA,NA,NA
683,"49","D","WNYF",NA,"Dahlkemper","passes.s","A3R",NA,"corner.kick","F","WAS",20,"C. Williams","clearances","D18",NA,NA,NA,NA,NA,NA,NA
683,"49",NA,NA,NA,NA,NA,NA,NA,"corner.crosses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,"49","D","WNYF",NA,"Erceg","recoveries","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,"49","D","WNYF",NA,"Erceg","passes.b.c","A3L","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,"49","D","WNYF",NA,"Hinkle","passes.f.c","A3L","A6","corner.crosses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,"49","F","WNYF",9,"L. Williams","lost.touch","A6",NA,NA,"D","WAS",NA,"Oyster","tackles.ball","D6",NA,NA,NA,NA,NA,NA,NA
688,"49","F","WNYF",NA,"Leon","fouls.won","A6",NA,NA,"D","WAS",NA,"Oyster","fouls.conceded","D6",NA,NA,"penalties.won",NA,"penalties.conceded","penalties.conceded",NA
689,"50","M","WNYF",NA,"Mewis","shots.missed","A18",NA,"penalty.kick","GK","WAS",NA,"Labbe","gk.shot.miss","D6",NA,NA,NA,NA,NA,NA,NA
690,"50","F","WNYF",9,"L. Williams","lost.touch","A18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA
690,"50",NA,NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,"51","GK","WAS",NA,"Labbe","passes.f.c","D3C","AM3C","gk.drop.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,"51","F","WAS",20,"C. Williams","aerial.won","AM3C",NA,NA,"M","WNYF",NA,"Kennedy","aerial.lost","DM3C",NA,NA,NA,NA,NA,NA,NA
693,"51","F","WAS",20,"C. Williams","passes.f","AM3C",NA,NA,"M","WNYF",NA,"Kennedy","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
694,"51","D","WNYF",NA,"Dahlkemper","recoveries","DM3C",NA,NA,"F","WAS",NA,"Dunn","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
695,"51","D","WNYF",NA,"Dahlkemper","passes.f.c","DM3C","DM3C",NA,"F","WAS",NA,"Dunn","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
696,"51","M","WNYF",NA,"Mewis","passes.b.c","DM3C","D3L",NA,"M","WAS",NA,"Lohman","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
697,"51","D","WNYF",NA,"Hinkle","passes.b.c","D3L","D18",NA,"M","WAS",NA,"Matheson","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
698,"51","GK","WNYF",NA,"D'Angelo","passes.f.c","D18","DM3C","lau","F","WAS",NA,"Dunn","pressured","A18",NA,NA,NA,NA,NA,NA,NA
698,"51",NA,NA,NA,NA,NA,NA,NA,NA,"D","WAS",NA,"Kleiner","blocks","DMC",NA,NA,NA,NA,NA,NA,NA
699,"51","M","WNYF",NA,"Kennedy","recoveries","DM3C",NA,NA,"D","WAS",NA,"Kleiner","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
700,"51","M","WNYF",NA,"Kennedy","passes.f.c","DM3C","A3R","th","M","WAS",NA,"Huster","pressured","AM3C",NA,NA,NA,"key.passes",NA,NA,NA
701,"51","F","WNYF",NA,"Smith","movement","A3R","A18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,"51","F","WNYF",NA,"Smith","shots.missed","A18",NA,NA,"GK","WAS",NA,"Labbe","gk.shot.miss","D18",NA,"stooping",NA,"big.chances.shot.missed",NA,NA,NA
703,"51","F","WNYF",NA,"Smith","recoveries","A18",NA,NA,"D","WAS",NA,"Kleiner","pressured","D18",NA,NA,NA,NA,NA,NA,NA
704,"51","F","WNYF",NA,"Smith","shots.stopped.by.gk","A18",NA,NA,"D","WAS",NA,"Kleiner","pressured","D18",NA,NA,NA,NA,NA,NA,NA
704,"51",NA,NA,NA,NA,NA,NA,NA,NA,"GK","WAS",NA,"Labbe","gk.s.o.g.stop","D6","caught","standing",NA,NA,NA,NA,NA
704,"51",NA,NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,"52",NA,NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,"53","GK","WAS",NA,"Labbe","passes.f","D6",NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,"53","D","WNYF",NA,"Eddy","aerial.won","AM3C",NA,NA,"F","WAS",20,"C. Williams","aerial.lost","DM3C",NA,NA,NA,NA,NA,NA,NA
707,"53","D","WNYF",NA,"Eddy","passes.b.c","AM3C","AM3C",NA,"F","WAS",20,"C. Williams","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
708,"53","M","WNYF",NA,"Kennedy","passes.f.c","AM3C","AM3L",NA,"M","WAS",NA,"Lohman","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
709,"53","F","WNYF",NA,"Leon","passes.f","AM3L",NA,"th","M","WAS",NA,"Matheson","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
709,"53",NA,NA,NA,NA,NA,NA,NA,NA,"GK","WAS",NA,"Labbe","gk.loose.balls.won","D18","caught",NA,NA,NA,NA,NA,NA
710,"53","GK","WAS",NA,"Labbe","passes.f","D18",NA,"gk.drop.kick","M","WNYF",NA,"Kennedy","interceptions","D6",NA,NA,NA,NA,NA,NA,NA
711,"53","M","WNYF",NA,"Kennedy","passes.f","DM3C",NA,"headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,"53","D","WAS",NA,"Oyster","recoveries","DM3R",NA,NA,"F","WNYF",9,"L. Williams","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
713,"53","D","WAS",NA,"Oyster","passes.f.c","DM3R","DM3R",NA,"F","WNYF",9,"L. Williams","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
714,"53","M","WAS",NA,"Matheson","passes.f.c","DM3R","AM3R",NA,"F","WNYF",NA,"Leon","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
715,"53","M","WAS",NA,"Lohman","passes.b.c","AM3R","AMR",NA,"D","WNYF",NA,"Erceg","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
716,"53","D","WAS",NA,"Krieger","take.on.won","AMR",NA,NA,"F","WNYF",NA,"Leon","dribbled.turned","DML",NA,NA,NA,NA,NA,NA,NA
717,"53","D","WAS",NA,"Krieger","passes.f","AM3R",NA,"lau","F","WNYF",NA,"Leon","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
717,"54",NA,NA,NA,NA,NA,NA,NA,NA,"D","WNYF",NA,"Dahlkemper","blocks","D3L",NA,NA,NA,NA,NA,NA,NA
718,"54","D","WNYF",NA,"Hinkle","recoveries","D3L",NA,NA,"M","WAS",NA,"Lohman","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
719,"54","D","WNYF",NA,"Hinkle","passes.f.c","D3L","DM3C",NA,"M","WAS",NA,"Lohman","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
720,"54","M","WNYF",NA,"Kennedy","dispossessed","DM3C",NA,NA,"M","WAS",NA,"Lohman","tackles.ball","AM3C",NA,NA,NA,NA,NA,NA,NA
721,"54","M","WAS",NA,"Huster","recoveries","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,"54","M","WAS",NA,"Huster","passes.f.c","AM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,"54","M","WAS",NA,"Nairn","passes.f.c","AM3C","A3C",NA,"D","WNYF",NA,"Dahlkemper","challenged","DM3C",NA,NA,NA,NA,NA,NA,NA
724,"54","F","WAS",NA,"Dunn","fouls.won","A3C",NA,NA,"M","WNYF",NA,"Kennedy","fouls.conceded","DC",NA,NA,"fouls.won",NA,"fouls.conceded","fc",NA
725,"54","M","WAS",NA,"Nairn","passes.f","A3C",NA,"free.kick","D","WNYF",NA,"Erceg","clearances","D18",NA,NA,NA,NA,NA,NA,NA
725,"54",NA,NA,NA,NA,NA,NA,NA,"lau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
