"event","time","poss.position","poss.team","poss.player","poss.action","poss.location","poss.play.destination","play.type","poss.player.disciplinary","poss.notes","def.position","def.team","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","def.player.disciplinary","def.notes","xG","poss.number","def.number"
"942","65","M","FCKC","O'Reilly","recoveries","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"943","65","M","FCKC","O'Reilly","take.on.won","AM3C",NA,NA,NA,NA,"F","SRFC","Yanez","dribbled.turned","DM3C",NA,NA,NA,NA,NA,NA,NA
"944","65","M","FCKC","O'Reilly","passes.b.c","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","65","D","FCKC","Lepeilbet","passes.s.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"946","65","D","FCKC","Brown","passes.f.c","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"947","65","M","FCKC","Buczkowski","passes.s.c","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948","65","D","FCKC","Brown","passes.b.c","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"949","65","D","FCKC","Lepeilbet","passes.f.c","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","65","M","FCKC","Laddish","passes.b.c","AM3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"951","66","D","FCKC","Sauerbrunn","movement","DM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"952","66","D","FCKC","Sauerbrunn","passes.f.c","AM3C","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","66","D","FCKC","Moros","passes.f.c","A3L",NA,NA,NA,NA,"F","SRFC","Rapinoe","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"954","66","M","FCKC","Tymrak","dispossessed","A3L",NA,NA,NA,"out.of.bounds.keep.poss","F","SRFC","Rapinoe","tackles.ball.away","D3R",NA,NA,NA,NA,NA,NA,NA
"955","66","D","FCKC","Moros","passes.s.c","A3L",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","66","M","FCKC","Buczkowski","passes.f.c","A3L",NA,NA,NA,NA,"M","SRFC","Fishlock","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"957","66","D","FCKC","Moros","passes.b.c","A3L","A3L",NA,NA,NA,"F","SRFC","Rapinoe","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"958","66","M","FCKC","Holiday","movement","A3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","66","M","FCKC","Holiday","passes.b.c","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","66","M","FCKC","Laddish","passes.s.c","AM3C",NA,NA,NA,NA,"M","SRFC","Little","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"961","66","D","FCKC","Lepeilbet","passes.f.c","AM3C",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"962","66","M","FCKC","O'Reilly","passes.s.c","A3R",NA,NA,NA,NA,"M","SRFC","Winters","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"963","66","D","FCKC","Brown","passes.s.c","A3R",NA,NA,NA,NA,"D","SRFC","Cox","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"964","66","M","FCKC","O'Reilly","passes.f","A3R",NA,"corner.crosses",NA,NA,"D","SRFC","Fletcher","interceptions","D18",NA,NA,NA,NA,NA,NA,NA
"965","66","D","SRFC","Fletcher","clearances","D18",NA,NA,NA,"out.of.bounds.lost.poss","M","FCKC","Tymrak","pressured","A18",NA,NA,NA,NA,NA,NA,NA
"966","66","D","FCKC","Moros","passes.b.c","A3L",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"967","67","M","FCKC","Buczkowski","passes.f.c","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"968","67","D","FCKC","Moros","passes.f.c","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"969","67","M","FCKC","Holiday","take.on.lost","A3L",NA,NA,"fouls.conceded",NA,"M","SRFC","Fishlock",NA,NA,NA,NA,"fouls.won",NA,NA,NA,NA
"970","67","GK","SRFC","Solo","passes.f.c","D3R",NA,"free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"971","67","F","SRFC","Rapinoe","aerial.won","AM3R",NA,NA,NA,NA,"M","FCKC","Buczkowski","aerial.lost","DM3L",NA,NA,NA,NA,NA,NA,NA
"972","67","F","SRFC","Mathias","recoveries","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","67","F","SRFC","Mathias","passes.s.c","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","67","F","SRFC","Rapinoe","take.on.won","AM3R",NA,NA,NA,NA,"M","FCKC","Tymrak","dribbled.turned","DM3L",NA,NA,NA,NA,NA,NA,NA
"975","67","F","SRFC","Rapinoe","take.on.won","AM3R",NA,NA,"fouls.won",NA,"M","FCKC","Tymrak",NA,NA,NA,NA,"fouls.conceded",NA,NA,NA,NA
"976","67","F","SRFC","Rapinoe","passes.f","AM3R",NA,"free.kick",NA,NA,"D","FCKC","Moros","interceptions","D3L",NA,NA,NA,NA,NA,NA,NA
"977","67","D","FCKC","Moros","passes.f.c","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"978","67","M","FCKC","Holiday","lost.touch","DM3L",NA,NA,NA,NA,"M","SRFC","Fishlock","dispossessed","AM3C",NA,NA,NA,NA,NA,NA,NA
"979","67","M","SRFC","Fishlock","lost.touch","AM3C",NA,NA,NA,NA,"M","FCKC","Buczkowski","dispossessed","D3C",NA,NA,NA,NA,NA,NA,NA
"980","67","M","FCKC","Buczkowski","passes.f.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","67","M","FCKC","Holiday","passes.f.c","DM3L","AM3L",NA,NA,NA,"M","SRFC","Winters","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
"982","67","M","FCKC","Tymrak","movement","AM3L","DM3L",NA,NA,NA,"D","SRFC","Fletcher","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
"983","67","M","FCKC","Tymrak","passes.s.c","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"984","68","D","FCKC","Moros","passes.f.c","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"985","68",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"986","68","M","SRFC","Winters","recoveries","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","68","M","SRFC","Winters","passes.b.c","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"988","68","D","SRFC","Corsie","passes.f.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"989","68","F","SRFC","Rapinoe","passes.s","AM3R",NA,NA,NA,NA,"M","FCKC","Laddish","interceptions","DM3L",NA,NA,NA,NA,NA,NA,NA
"990","68","M","FCKC","Laddish","passes.f.c","DM3L",NA,NA,NA,NA,"M","SRFC","Little","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
"991","68","M","FCKC","Tymrak","passes.f.c","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"992","68","M","FCKC","Holiday","passes.b.c","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"993","68","M","FCKC","Laddish","passes.f.c","AM3C",NA,NA,NA,NA,"M","SRFC","Little","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"994","68","M","FCKC","O'Reilly","passes.f","A3R","A18","corner.crosses",NA,NA,"F","SRFC","Yanez","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"994","68",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","SRFC","Corsie","blocks","D18",NA,NA,NA,NA,NA,NA,NA
"994","68",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","SRFC","Corsie","clearances","D18",NA,NA,NA,NA,NA,NA,NA
"995","68","M","SRFC","Winters","aerial.lost","D3C",NA,NA,NA,NA,"M","FCKC","Holiday","aerial.won","A3C",NA,NA,NA,NA,NA,NA,NA
"996","68","M","FCKC","Laddish","recoveries","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997","68","M","FCKC","Laddish","shots.missed","A3C",NA,NA,NA,"out.of.bounds.lost.poss","M","SRFC","Fishlock","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"997","68",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","SRFC","Winters","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"997","68",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GK","SRFC","Solo","gk.shot.miss",NA,NA,NA,NA,NA,NA,NA,NA
"998","68",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999","69","D","SRFC","Corsie","passes.f.c","D3R",NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000","69","F","SRFC","Mathias","passes.b.c","A3R","AM3R",NA,NA,NA,"D","FCKC","Moros","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"1001","69","F","SRFC","Rapinoe","take.on.won","AM3R",NA,NA,NA,NA,"M","FCKC","Laddish","dribbled.tackles.missed","DM3L",NA,NA,NA,NA,NA,NA,NA
"1002","69","F","SRFC","Rapinoe","passes.s.c","AM3R",NA,NA,NA,NA,"D","FCKC","Moros","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
"1003","69","M","SRFC","Little","passes.f","AM3C",NA,NA,NA,NA,"D","FCKC","Lepeilbet","blocks","D3C",NA,NA,NA,NA,NA,NA,NA
"1004","69","M","FCKC","O'Reilly","recoveries","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1005","69","M","FCKC","O'Reilly","passes.s.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1006","69","M","FCKC","Laddish","passes.b.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1007","69","D","FCKC","Sauerbrunn","passes.f.c","D3C",NA,NA,NA,NA,"F","SRFC","Rapinoe","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
"1008","69","M","FCKC","Tymrak","passes.f","DM3L",NA,NA,NA,NA,"D","SRFC","Fletcher","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
"1008","69",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","SRFC","Cox","interceptions","DM3C",NA,NA,NA,NA,NA,NA,NA
"1009","69","D","SRFC","Cox","passes.f.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1010","69","F","SRFC","Yanez","passes.b.c","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1011","69","M","SRFC","Winters","passes.f","AM3C",NA,NA,NA,NA,"D","FCKC","Moros","interceptions","D3L",NA,NA,NA,NA,NA,NA,NA
"1012","69","D","FCKC","Moros","movement","D3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1013","69","D","FCKC","Moros","passes.s.c","DM3L",NA,NA,NA,NA,"D","SRFC","Fletcher","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
"1014","69","M","FCKC","Holiday","passes.b.c","DM3C",NA,NA,NA,NA,"M","SRFC","Little","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"1015","69","D","FCKC","Lepeilbet","passes.f.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1016","69","D","FCKC","Brown","passes.f.c","D3R",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"1017","69","M","FCKC","Holiday","passes.b.c","DM3C",NA,NA,NA,NA,"M","SRFC","Fishlock","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"1018","69","D","FCKC","Sauerbrunn","passes.f.c","D3C",NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1019","69","M","FCKC","Tymrak","dispossessed","AM3L",NA,NA,NA,"out.of.bounds.keep.poss","D","SRFC","Fletcher","tackles.ball.away","DM3R",NA,NA,NA,NA,NA,NA,NA
"1020","70","D","FCKC","Moros","passes.s.c","DM3L",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1021","70","M","FCKC","Laddish","passes.b.c","AM3L",NA,NA,NA,NA,"M","SRFC","Fishlock","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
"1022","70","D","FCKC","Lepeilbet","passes.f.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1023","70","M","FCKC","Buczkowski","passes.b.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024","70","D","FCKC","Lepeilbet","passes.s.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025","70","D","FCKC","Sauerbrunn","passes.f.c","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026","70","D","FCKC","Moros","passes.s.c","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1027","70","M","FCKC","Laddish","movement","AM3C","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1028","70","M","FCKC","Laddish","passes.f.c","A3C",NA,NA,NA,NA,"M","SRFC","Fishlock","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"1029","70","M","FCKC","Tymrak","take.on.lost","A18",NA,NA,NA,NA,"D","SRFC","Fletcher","ball.shield","D18",NA,NA,NA,NA,NA,NA,NA
"1030","70","M","SRFC","Fishlock","recoveries","A18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1031","70","M","SRFC","Fishlock","take.on.lost","A18",NA,NA,NA,NA,"F","FCKC","Rodriguez","tackles.wins.ball","D18",NA,NA,NA,NA,NA,NA,NA
"1032","70","F","FCKC","Rodriguez","movement","A18","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033","70","F","FCKC","Rodriguez","passes.b.c","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034","70","M","FCKC","Buczkowski","passes.f.c","A3C","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1035","70","D","FCKC","Brown","lost.touch","A3R",NA,NA,NA,"out.of.bounds.lost.poss","F","SRFC","Yanez","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"1036","71",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1037","71","D","SRFC","Cox","passes.b.c","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1038","71","GK","SRFC","Solo","passes.f","D18",NA,"launch",NA,"out.of.bounds.keep.poss","D","FCKC","Lepeilbet","blocks","DM3C",NA,NA,NA,NA,NA,NA,NA
"1039","71",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1040","72","D","FCKC","Moros","substitution.off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1041","72","F","SRFC","Veje","substitution.on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1042","72","D","SRFC","Cox","passes.f.c","A3L",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1043","72","M","SRFC","Little","passes.f","A3L",NA,NA,NA,NA,"M","FCKC","Buczkowski","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"1043","72",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Moros","blocks","D18",NA,NA,NA,NA,NA,NA,NA
"1044","72","M","SRFC","Winters","recoveries","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045","72","M","SRFC","Winters","passes.b.c","A3C",NA,NA,NA,NA,"M","FCKC","Tymrak","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"1046","73","D","SRFC","Fletcher","passes.f","A3C",NA,NA,NA,NA,"M","FCKC","Laddish","interceptions","D3C",NA,NA,NA,NA,NA,NA,NA
"1047","73","M","FCKC","Laddish","passes.f.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1048","73","M","FCKC","Holiday","passes.s.c","D3C",NA,NA,NA,NA,"M","SRFC","Little","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
"1049","73","M","FCKC","O'Reilly","passes.b.c","D3R",NA,NA,NA,NA,"D","SRFC","Cox","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"1050","73","D","FCKC","Brown","passes.f.c","D3R",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"1051","73","M","FCKC","Buczkowski","passes.s.c","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1052","73","M","FCKC","O'Reilly","passes.s.c","DM3R",NA,NA,NA,NA,"F","SRFC","Veje","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
"1053","73","M","FCKC","Laddish","passes.b","DM3C",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"1053","73",NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","SRFC","Rapinoe","interceptions","A3C",NA,NA,NA,NA,NA,NA,NA
"1054","73","F","SRFC","Rapinoe","passes.f.c","A3C",NA,NA,NA,NA,"D","FCKC","Sauerbrunn","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"1055","73","M","SRFC","Little","passes.f.c","A3C",NA,NA,NA,NA,"D","FCKC","Sauerbrunn","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"1056","73","F","SRFC","Yanez","passes.b.c","A18",NA,NA,NA,NA,"D","FCKC","Moros","pressured","D18",NA,NA,NA,NA,NA,NA,NA
"1057","73","D","FCKC","Moros","passes.b.c","A3R",NA,NA,NA,NA,"D","FCKC","Moros","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"1058","73","D","SRFC","Fletcher","passes.s.c","A3R",NA,"corner.crosses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1059","73","F","SRFC","Veje","passes.f","A18",NA,NA,NA,NA,"D","FCKC","Brown","pressured","D18",NA,NA,NA,NA,NA,NA,NA
"1059","73",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GK","FCKC","Barnhart","gk.smothers.won","D6","collected",NA,NA,NA,NA,NA,NA
"1060","73",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1061","73","M","FCKC","Buczkowski","passes.f.c","DM3C","AM3R",NA,NA,NA,"M","SRFC","Fishlock","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"1062","73","M","FCKC","Holiday","movement","AM3R","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063","74","M","FCKC","Holiday","passes.s.c","A3R","A3L","corner.crosses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064","74","M","FCKC","Tymrak","take.on.lost","A3L",NA,NA,"fouls.conceded",NA,"D","SRFC","Fletcher","ball.shield","D3R",NA,NA,"fouls.won",NA,NA,NA,NA
"1065","76","GK","SRFC","Solo","passes.f.c","A18",NA,"free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1066","76","F","SRFC","Rapinoe","aerial.won","AM3R",NA,NA,NA,NA,"D","FCKC","Moros","aerial.lost","DM3L",NA,NA,NA,NA,NA,NA,NA
"1067","76","M","SRFC","Little","fouls.won",NA,NA,NA,"fouls.won",NA,"D","FCKC","Sauerbrunn",NA,NA,NA,NA,"yellow.cards",NA,NA,NA,NA
"1068","77","D","SRFC","Fletcher","substitution.off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069","77","D","SRFC","Reed","substitution.on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1070","77","F","SRFC","Rapinoe","passes.f.c","A3R",NA,"free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1071","77","M","SRFC","Fishlock","passes.s.c","A18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1072","77","M","SRFC","Little","take.on.lost","A18",NA,NA,NA,"out.of.bounds.lost.poss","M","FCKC","Buczkowski","tackles.ball.away","D18",NA,NA,NA,NA,NA,NA,NA
"1072","77",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","FCKC","Holiday","pressured","D18",NA,NA,NA,NA,NA,NA,NA
"1073","77","GK","FCKC","Barnhart","passes.f.c","D18",NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1074","77","D","FCKC","Moros","passes.f.c","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075","77","M","FCKC","Tymrak","passes.f","DM3L",NA,NA,NA,NA,"M","SRFC","Fishlock","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
"1075","77",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","SRFC","Barnes","blocks","D3C",NA,NA,NA,NA,NA,NA,NA
"1075","77",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","SRFC","Barnes","clearances","D3C",NA,NA,NA,NA,NA,NA,NA
"1076","78","M","FCKC","Buczkowski","recoveries","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077","78","M","FCKC","Buczkowski","passes.f","DM3L",NA,NA,NA,NA,"M","SRFC","Fishlock","blocks","DM3R",NA,NA,NA,NA,NA,NA,NA
"1078","78","M","SRFC","Fishlock","passes.f.c","DM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1079","78","F","SRFC","Yanez","take.on.lost","AM3R",NA,NA,NA,NA,"M","FCKC","Buczkowski","tackles.ball.away","DM3L",NA,NA,NA,NA,NA,NA,NA
"1080","78","M","FCKC","Tymrak","recoveries","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1081","78","M","FCKC","Tymrak","passes.b.c","AM3L",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
"1082","78","M","FCKC","Holiday","passes.f.c","AM3C",NA,"through",NA,"second.assists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1083","78","M","FCKC","O'Reilly","passes.s.c","A3L",NA,"corner.crosses",NA,"assists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1083","78",NA,NA,NA,NA,NA,NA,NA,NA,"key.passes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084","78","F","FCKC","Rodriguez","shots.scored","A18",NA,NA,NA,"big.chances.scored","D","SRFC","Cox","pressured","D18",NA,NA,NA,NA,NA,NA,NA
"1085","79",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,"GK","SRFC","Solo","gk.s.o.g.scored","D6",NA,"reaching",NA,NA,NA,NA,NA
"1086","79","D","SRFC","Cox","passes.f.c","AM3L",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1087","79","F","SRFC","Veje","passes.b.c","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088","79","D","SRFC","Cox","passes.b.c","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1089","79","D","SRFC","Corsie","passes.f.c","DM3C",NA,NA,NA,NA,"F","FCKC","Rodriguez","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"1090","79","M","SRFC","Fishlock","passes.b.c","AM3C",NA,NA,NA,NA,"M","FCKC","Laddish","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"1091","79","M","SRFC","Winters","passes.f.c","AM3C",NA,NA,NA,NA,"F","FCKC","Rodriguez","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"1092","79","F","SRFC","Veje","passes.b.c","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093","79","M","SRFC","Winters","passes.f","A3L",NA,"corner.crosses",NA,NA,"D","FCKC","Sauerbrunn","blocks","D18",NA,NA,NA,NA,NA,NA,NA
"1094","79","M","SRFC","Fishlock","recoveries","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095","79","M","SRFC","Fishlock","passes.b.c","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1096","79","D","SRFC","Barnes","passes.s.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097","79","D","SRFC","Corsie","movement","DM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1098","79","D","SRFC","Corsie","passes.f.c","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099","79","F","SRFC","Yanez","passes.f.c","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
