"event","time","poss.position","poss.team","poss.player","poss.action","poss.location","poss.play.destination","play.type","poss.player.disciplinary","poss.notes","def.position","def.team","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","def.player.disciplinary","def.notes","xG","poss.number","def.number"
"470","34","D","SRFC","Corsie","passes.s.c","D18",NA,NA,NA,NA,"M","FCKC","Tymrak","pressured","A18",NA,NA,NA,NA,NA,NA,NA
"471","34","D","SRFC","Cox","passes.f.c","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","34","F","SRFC","Mathias","passes.f.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","34","F","SRFC","Yanez","passes.b.c","AM3R",NA,NA,NA,NA,"D","FCKC","Moros","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
"474","34","D","SRFC","Fletcher","passes.f.c","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","34","F","SRFC","Yanez","passes.b.c","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","34","D","SRFC","Fletcher","passes.b.c","DM3R",NA,NA,NA,NA,"M","FCKC","Tymrak","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
"477","34","D","SRFC","Corsie","passes.f.c","D3C","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","34","D","SRFC","Barnes","movement","DM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","34","D","SRFC","Barnes","passes.f.c","AM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","34","F","SRFC","Rapinoe","passes.s.c","AM3L","A3C",NA,NA,NA,"M","FCKC","Laddish","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
"481","34","M","SRFC","Little","movement","A3C","A3L",NA,NA,NA,"M","FCKC","Buczkowski","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"482","34","M","SRFC","Little","passes.s.c","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","34","D","SRFC","Barnes","passes.b.c","A3L",NA,NA,NA,NA,"M","FCKC","O'Reilly","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"484","35","D","SRFC","Cox","passes.b.c","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","35","M","SRFC","Winters","passes.f.c","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","35","M","SRFC","Fishlock","passes.f.c","A3C",NA,NA,NA,NA,"M","FCKC","Laddish","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"487","35","F","SRFC","Mathias","passes.b.c","A3C",NA,NA,NA,NA,"D","FCKC","Lepeilbet","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"488","35","F","SRFC","Rapinoe","passes.f.c","A3C",NA,NA,NA,NA,"M","FCKC","Tymrak","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"489","35","F","SRFC","Yanez","take.on.lost","A18",NA,NA,NA,NA,"D","FCKC","Moros","dispossessed","D18",NA,NA,NA,NA,NA,NA,NA
"490","35","D","FCKC","Moros","clearances","D18",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","35","D","SRFC","Fletcher","passes.f.c","A3R",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","35","F","SRFC","Yanez","passes.b.c","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","35","D","SRFC","Fletcher","passes.b.c","A3R",NA,NA,NA,NA,"M","FCKC","Tymrak","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"494","35","M","SRFC","Winters","passes.s.c","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","35","D","SRFC","Corsie","passes.s.c","AM3C","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","35","D","SRFC","Barnes","movement","AM3L","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","35","D","SRFC","Barnes","passes.f.c","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","35","D","SRFC","Cox","passes.s","A3L",NA,"corner.crosses",NA,NA,"D","FCKC","Lepeilbet","blocks","D18",NA,NA,NA,NA,NA,NA,NA
"499","36","D","SRFC","Barnes","aerial.won","A3L",NA,NA,NA,"out.of.bounds.lost.poss","M","FCKC","O'Reilly","aerial.lost","D3R",NA,NA,NA,NA,NA,NA,NA
"500","36","D","FCKC","Brown","passes.b.c","D3R",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","36","D","FCKC","Lepeilbet","passes.s.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","36","D","FCKC","Sauerbrunn","passes.s.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","36","D","FCKC","Moros","passes.b.c","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","36","D","FCKC","Sauerbrunn","passes.f.c","D3C",NA,NA,NA,NA,"F","SRFC","Mathias","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
"505","36","M","FCKC","Laddish","passes.f.c","DM3C",NA,NA,NA,NA,"M","SRFC","Fishlock","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"506","36","M","FCKC","O'Reilly","passes.f.c","AM3R",NA,"through",NA,NA,"D","SRFC","Cox","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
"507","36","D","FCKC","Brown","passes.s.c","A3R",NA,"corner.crosses",NA,NA,"D","SRFC","Barnes","blocks","D18",NA,NA,NA,NA,NA,NA,NA
"507","36",NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.keep.poss","M","SRFC","Fishlock","clearances","D18",NA,NA,NA,NA,NA,NA,NA
"508","36","D","FCKC","Brown","passes.b.c","A3R",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","36","M","FCKC","O'Reilly","passes.f.c","A3R",NA,NA,NA,NA,"F","SRFC","Rapinoe","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"510","36","D","FCKC","Brown","take.on.won","A3R",NA,NA,NA,NA,"F","SRFC","Rapinoe","dribbled.tackles.missed","D3L",NA,NA,NA,NA,NA,NA,NA
"511","36","D","FCKC","Brown","passes.b.c","A3R",NA,NA,NA,NA,"F","SRFC","Rapinoe","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"511","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","SRFC","Cox","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"512","36","M","FCKC","Holiday","passes.b.c","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","36","M","FCKC","O'Reilly","passes.s.c","A3R","D6","corner.crosses",NA,NA,"M","SRFC","Fishlock","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"513","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","SRFC","Barnes","blocks","D6",NA,NA,NA,NA,NA,NA,NA
"514","36","M","FCKC","Tymrak","aerial.lost","A18",NA,NA,NA,NA,"F","SRFC","Yanez","aerial.won","D18",NA,NA,NA,NA,NA,NA,NA
"515","36","D","FCKC","Moros","recoveries","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","36","D","FCKC","Moros","passes.f","A3C",NA,NA,NA,NA,"D","SRFC","Barnes","blocks","D18",NA,NA,NA,NA,NA,NA,NA
"516","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","SRFC","Barnes","clearances","D18",NA,NA,NA,NA,NA,NA,NA
"517","36","D","FCKC","Sauerbrunn","recoveries","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","37","D","FCKC","Sauerbrunn","passes.f.c","DM3C",NA,NA,NA,NA,"F","SRFC","Mathias","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"519","37","D","FCKC","Moros","passes.b.c","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","37","D","FCKC","Lepeilbet","passes.f.c","DM3C",NA,"launch",NA,NA,"M","SRFC","Little","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"521","37","M","FCKC","O'Reilly","passes.f.c","A3R",NA,"through",NA,NA,"D","SRFC","Cox","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"522","37","M","FCKC","Holiday","passes.s","A3R",NA,"corner.crosses",NA,NA,"D","SRFC","Barnes","blocks","D3L",NA,NA,NA,NA,NA,NA,NA
"523","37","D","FCKC","Brown","recoveries","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","37","D","FCKC","Brown","lost.touch","A3R",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","37",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","37","D","SRFC","Cox","passes.f.c","D3L",NA,NA,NA,NA,"F","FCKC","Rodriguez","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
"527","37","F","SRFC","Rapinoe","passes.s.c","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","37","D","SRFC","Barnes","passes.f.c","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","37","M","SRFC","Winters","dispossessed","D3C",NA,NA,NA,NA,"M","FCKC","Buczkowski","dispossessed","A3C",NA,NA,"fouls.conceded",NA,NA,NA,NA
"530","37","M","FCKC","Buczkowski","passes.b.c","A3C",NA,NA,NA,NA,"M","SRFC","Winters","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"531","37","M","FCKC","Tymrak","take.on.won","A3C",NA,NA,"fouls.won",NA,"M","SRFC","Winters","fouls.conceded","D3C",NA,NA,NA,NA,NA,NA,NA
"532","38","M","FCKC","Holiday","shots.blocked.by.def","A3C",NA,"free.kick",NA,"out.of.bounds.keep.poss","F","SRFC","Rapinoe","blocks","D18",NA,NA,NA,NA,NA,NA,NA
"532","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GK","SRFC","Solo","gk.s.o.g.def.stop",NA,NA,NA,NA,NA,NA,NA,NA
"533","39","M","FCKC","Holiday","passes.s","A3R","D18","corner.kick",NA,NA,"D","SRFC","Fletcher","blocks","D18",NA,NA,NA,NA,NA,NA,NA
"534","39","D","FCKC","Sauerbrunn","recoveries","A18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","39","D","FCKC","Sauerbrunn","passes.b.c","A18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","39","M","FCKC","Holiday","passes.s","A3R","A6","corner.crosses",NA,NA,"F","SRFC","Yanez","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"536","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GK","SRFC","Solo","gk.high.balls.won","D6","caught",NA,NA,NA,NA,NA,NA
"537","39","GK","SRFC","Solo","passes.f.c","D6",NA,"gk.throws",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","39","M","SRFC","Fishlock","take.on.won","DM3R",NA,NA,"fouls.won",NA,"M","FCKC","Buczkowski","fouls.conceded","AM3L",NA,NA,"fouls.conceded",NA,NA,NA,NA
"539","42","D","SRFC","Corsie","passes.s.c","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","42","D","SRFC","Cox","passes.b.c","DM3L",NA,NA,NA,NA,"F","FCKC","Rodriguez","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
"541","42","D","SRFC","Corsie","passes.s.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","42","D","SRFC","Barnes","passes.f.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","42","D","SRFC","Cox","passes.b.c","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","42","D","SRFC","Barnes","passes.s.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","42","D","SRFC","Corsie","passes.s.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","42","D","SRFC","Barnes","passes.f.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","42","D","SRFC","Cox","passes.f","D3L",NA,NA,NA,NA,"M","FCKC","O'Reilly","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
"548","42","F","SRFC","Mathias","offside.calls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","43","D","FCKC","Lepeilbet","passes.s.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","43","D","FCKC","Sauerbrunn","passes.s.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","43","D","FCKC","Moros","passes.f.c","DM3R","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","43","M","FCKC","Tymrak","movement","AM3L","A3L",NA,NA,NA,"D","SRFC","Fletcher","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
"553","43","M","FCKC","Tymrak","take.on.won","A3L",NA,NA,NA,NA,"D","SRFC","Fletcher","dribbled.out.run","D3R",NA,NA,NA,NA,NA,NA,NA
"554","43","M","FCKC","Tymrak","passes.s","A3L",NA,"corner.crosses",NA,NA,"D","SRFC","Fletcher","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"554","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","SRFC","Barnes","blocks","D18",NA,NA,NA,NA,NA,NA,NA
"554","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","SRFC","Barnes","clearances","D18",NA,NA,NA,NA,NA,NA,NA
"555","43","M","SRFC","Little","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","43","M","SRFC","Little","passes.s.c","D3R",NA,NA,NA,NA,"M","FCKC","Laddish","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"557","43","M","SRFC","Fishlock","lost.touch","D3R",NA,NA,NA,NA,"M","FCKC","Laddish","dispossessed","A3L",NA,NA,NA,NA,NA,NA,NA
"558","43","M","FCKC","Laddish","passes.b.c","A3L",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"559","43","D","FCKC","Moros","passes.f","AM3L",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","43","D","SRFC","Fletcher","passes.s.c","DM3R",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","43","M","SRFC","Winters","passes.b.c","D3R",NA,NA,NA,NA,"F","FCKC","Rodriguez","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"562","43","D","SRFC","Barnes","passes.f.c","D3C",NA,"launch",NA,NA,"F","FCKC","Rodriguez","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
"563","44","F","SRFC","Rapinoe","movement","AM3L","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","44","F","SRFC","Rapinoe","passes.s.c","A3C",NA,NA,NA,NA,"D","FCKC","Lepeilbet","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"565","44","F","SRFC","Yanez","passes.f","A18","A6",NA,NA,NA,"D","SRFC","Barnes","gk.smothers.won","D6","collected",NA,NA,NA,NA,NA,NA
"566","44","GK","FCKC","Barnhart","passes.f.c","D18",NA,"gk.throws",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","44","D","FCKC","Moros","passes.b.c","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","44","D","FCKC","Sauerbrunn","passes.s.c","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","44","D","FCKC","Lepeilbet","passes.f","D3C",NA,"launch",NA,NA,"D","SRFC","Corsie","blocks","D3C",NA,NA,NA,NA,NA,NA,NA
"569","44",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","SRFC","Corsie","clearances","D3C",NA,NA,NA,NA,NA,NA,NA
"570","44","M","FCKC","O'Reilly","aerial.lost","AM3C",NA,NA,NA,NA,"M","SRFC","Winters","aerial.won","DM3C",NA,NA,NA,NA,NA,NA,NA
"571","44","F","SRFC","Rapinoe","recoveries","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","44","F","SRFC","Rapinoe","passes.s.c","DM3L",NA,NA,NA,NA,"M","FCKC","O'Reilly","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
"573","44","M","SRFC","Fishlock","passes.f.c","DM3C",NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","44","M","SRFC","Little","take.on.won","A3C",NA,NA,NA,NA,"M","FCKC","Buczkowski","dribbled.turned","D3C",NA,NA,NA,NA,NA,NA,NA
"575","44","M","SRFC","Little","take.on.lost","A3C",NA,NA,NA,NA,"D","FCKC","Moros","tackles.ball.away","D3C",NA,NA,NA,NA,NA,NA,NA
"576","44","D","FCKC","Sauerbrunn","recoveries","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","44","D","FCKC","Sauerbrunn","passes.f.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","44","M","FCKC","Tymrak","take.on.lost","D3C",NA,NA,NA,NA,"D","SRFC","Fletcher","dispossessed","A3C",NA,NA,NA,NA,NA,NA,NA
"579","45","M","SRFC","Fishlock","recoveries","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","45","M","SRFC","Fishlock","passes.s.c","AM3C",NA,NA,NA,NA,"M","FCKC","Tymrak","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"581","45","D","SRFC","Cox","passes.s.c","AM3L",NA,"switch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","45","D","SRFC","Fletcher","passes.b.c","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","45","D","SRFC","Corsie","passes.f.c","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","45","F","SRFC","Yanez","take.on.lost","AM3R",NA,NA,NA,NA,"D","FCKC","Sauerbrunn","dispossessed","DM3L",NA,NA,NA,NA,NA,NA,NA
"585","45","D","FCKC","Sauerbrunn","passes.f.c","D3L",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
"586","45","D","FCKC","Moros","passes.s.c","D3L",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
"587","45","D","FCKC","Sauerbrunn","passes.f.c","D18",NA,NA,NA,NA,"M","SRFC","Fishlock","pressured","A18",NA,NA,NA,NA,NA,NA,NA
"588","45","M","FCKC","Laddish","passes.s.c","DM3L",NA,NA,NA,NA,"F","SRFC","Mathias","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
"589","45","M","FCKC","Tymrak","passes.b.c","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","45","D","FCKC","Moros","passes.b.c","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","45","D","FCKC","Sauerbrunn","passes.f.c","D18",NA,NA,NA,NA,"M","SRFC","Little","pressured","A18",NA,NA,NA,NA,NA,NA,NA
"592","45","D","FCKC","Moros","take.on.won","D3L",NA,NA,NA,NA,"F","SRFC","Yanez","dribbled.turned","A3R",NA,NA,NA,NA,NA,NA,NA
"593","45","D","FCKC","Moros","passes.s","D3L","A3C",NA,NA,NA,"F","SRFC","Yanez","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
"593","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","SRFC","Winters","blocks","D3C",NA,NA,NA,NA,NA,NA,NA
"594","45","D","FCKC","Lepeilbet","clearances","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","45","D","SRFC","Fletcher","recoveries","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","45","D","SRFC","Fletcher","passes.b.c","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","45","D","SRFC","Corsie","passes.f.c","DM3C",NA,NA,NA,NA,"F","FCKC","Rodriguez","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"598","45","M","SRFC","Fishlock","passes.s","DM3C",NA,NA,NA,NA,"M","FCKC","O'Reilly","interceptions","AM3C",NA,NA,NA,NA,NA,NA,NA
"599","45","M","FCKC","O'Reilly","movement","AM3C","A3C",NA,NA,NA,"M","SRFC","Fishlock","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"600","45","M","FCKC","O'Reilly","passes.f","A3C","A3R","through",NA,NA,"M","SRFC","Fishlock","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"600","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","SRFC","Barnes","blocks","D3R",NA,NA,NA,NA,NA,NA,NA
"600","45",NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.keep.poss","D","SRFC","Barnes","clearances","D3R",NA,NA,NA,NA,NA,NA,NA
"601","45+1","D","FCKC","Brown","passes.b.c","A3R",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","45+1","D","FCKC","Lepeilbet","passes.s.c","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","45+1","D","FCKC","Moros","passes.b.c","DM3C",NA,NA,NA,NA,"M","SRFC","Little","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"604","45+1","D","FCKC","Sauerbrunn","passes.s.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","45+1","D","FCKC","Lepeilbet","passes.f.c","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","45+1","D","FCKC","Brown","passes.f","A3R",NA,"through",NA,NA,"D","SRFC","Cox","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"607","45+1","M","FCKC","Holiday","offside.calls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","45+2","GK","SRFC","Solo","passes.f.c","D3L",NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","45+2","M","SRFC","Fishlock","aerial.won","AM3L",NA,NA,NA,NA,"M","FCKC","O'Reilly","aerial.lost","DM3R",NA,NA,NA,NA,NA,NA,NA
"610","45+2","M","SRFC","Little","aerial.lost","A3L",NA,NA,NA,NA,"D","FCKC","Sauerbrunn","aerial.won","D3R",NA,NA,NA,NA,NA,NA,NA
"611","45+2","M","SRFC","Fishlock","recoveries","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","45+2","M","SRFC","Fishlock","passes.b.c","AM3L",NA,NA,NA,NA,"M","FCKC","Holiday","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
"613","45+2","F","SRFC","Rapinoe","passes.s.c","DM3L",NA,NA,NA,NA,"M","FCKC","Holiday","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
"614","45+2","D","SRFC","Cox","passes.f.c","DM3L",NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","45+2","M","SRFC","Little","passes.f.c","A3L",NA,NA,NA,NA,"D","FCKC","Lepeilbet","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"616","45+2","M","SRFC","Fishlock","passes.s.c","A3L",NA,NA,NA,NA,"D","FCKC","Lepeilbet","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"616","45+2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Brown","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"617","45+2","M","SRFC","Little","passes.s","A3L",NA,NA,NA,NA,"M","FCKC","Buczkowski","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"617","45+2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","FCKC","Laddish","interceptions","D3C",NA,NA,NA,NA,NA,NA,NA
"618","45+2","M","FCKC","Laddish","movement","D3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","45+2","M","FCKC","Laddish","passes.f.c","DM3C","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","45+2","M","FCKC","O'Reilly","take.on.won","AM3R",NA,NA,NA,NA,"D","SRFC","Cox","dribbled.tackles.missed","DM3L",NA,NA,NA,NA,NA,NA,NA
"621","45+2","M","FCKC","O'Reilly","passes.f.c","AM3R",NA,NA,NA,NA,"D","SRFC","Cox","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
"622","45+2","M","FCKC","Laddish","passes.b.c","A3R",NA,NA,NA,NA,"M","SRFC","Winters","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"623","45+2","M","FCKC","O'Reilly","passes.s.c","A3R",NA,NA,NA,NA,"D","SRFC","Cox","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"624","45+2","M","FCKC","Holiday","passes.f.c","A3C",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"625","45+2","D","FCKC","Moros","passes.f","A18","A18","corner.crosses",NA,NA,"D","SRFC","Corsie","blocks","D18",NA,NA,NA,NA,NA,NA,NA
